,lat,lon,timestamp,amenity,name,tags
1681,49.2262262,-123.0019735,2017-09-03T06:59:17.000-07:00,bar,Jugo Juice,"{'level': '1', 'name:en': 'Jugo Juice'}"
1696,49.2273214,-123.0002274,2018-04-21T18:56:31.000-07:00,bar,Cinnzeo,"{'level': '0', 'name:en': 'Cinnzeo'}"
1742,49.2274297,-123.0001335,2018-04-21T18:56:30.000-07:00,bar,Menchie's,"{'level': '1', 'name:en': ""Menchie's""}"
1751,49.2255829,-122.9983657,2017-09-03T06:59:27.000-07:00,bar,Kernels,"{'level': '1', 'name:en': 'Kernels'}"
1776,49.2287893,-123.0046579,2017-03-22T04:30:40.000-07:00,bar,Eggstatic,"{'addr:housenumber': '1021', 'name:en': 'Eggstatic'}"
1808,49.2504797,-122.8951099,2017-03-13T04:11:37.000-07:00,bar,Jugo Juice,{'name:en': 'Jugo Juice'}
1810,49.2515309,-122.8957313,2017-03-13T04:12:16.000-07:00,bar,Big Orange,{'name:en': 'Big Orange'}
1813,49.2505677,-122.8949895,2017-03-13T04:13:08.000-07:00,bar,Chop & Toss,{'name:en': 'Chop & Toss'}
1818,49.2275513,-122.8363525,2017-03-13T04:11:16.000-07:00,bar,Fuel Cafe',"{'name:en': ""Fuel Cafe'""}"
1838,49.2507042,-122.8961076,2017-03-13T04:15:38.000-07:00,bar,Orange Julius,{'name:en': 'Orange Julius'}
1857,49.2802068,-123.1068483,2019-12-01T04:03:46.000-08:00,bar,Shiny Tea,"{'addr:housenumber': '88', 'name:en': 'Shiny Tea', 'addr:street': 'West Pender Street', 'addr:city': 'Vancouver'}"
1876,49.3063936,-123.0115775,2018-10-26T20:30:46.000-07:00,bar,Deep Cove Brewers and Distillers Lounge,"{'addr:housenumber': '2270', 'website': 'http://deepcovecraft.com/index_wp.php/lounge/', 'shop': 'alcohol', 'phone': '+1-604-770-1136', 'opening_hours': 'Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00', 'outdoor_seating': 'yes', 'addr:street': 'Dollarton Highway', 'addr:postcode': 'V7H 1A8', 'addr:unit': '170', 'email': 'info@deepcovecraft.com', 'addr:city': 'North Vancouver'}"
1891,49.2777606,-123.0760415,2019-05-21T18:12:29.000-07:00,bar,Off The Rail Tasting Room,"{'website': 'http://offtherailbrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-563-5767', 'opening_hours': 'Su-Th 12:00-20:00; Fr-Sa 12:00-22:00', 'brewery': 'yes', 'email': 'trigger@offtherailbrewing.com'}"
1892,49.2774745,-123.0745168,2018-06-22T04:58:26.000-07:00,bar,Bomber Tasting Room,"{'opening_hours': 'Mo-Su 12:00-23:00', 'website': 'http://bomberbrewing.com', 'shop': 'alcohol', 'phone': '+1-604-428-7457'}"
1908,49.1293757,-123.0952983,2018-10-26T20:30:45.000-07:00,bar,Fuggles & Warlock Tasting Room,"{'addr:housenumber': '11220', 'website': 'http://fuggleswarlock.com', 'shop': 'alcohol', 'phone': '+1-604-285-7745', 'wlan': 'free', 'opening_hours': 'Su-We 12:00-19:00; Th-Sa 11:00-00:00', 'addr:street': 'Horseshoe Way', 'addr:postcode': 'V7A 4V5', 'addr:unit': '103', 'email': 'beer@fuggleswarlock.com', 'addr:city': 'Richmond'}"
1964,49.2733358,-123.1195188,2019-09-13T13:57:00.000-07:00,bar,The Wine Bar,"{'addr:housenumber': '1167', 'name:en': 'The Wine Bar', 'addr:street': 'Marinaside Crescent', 'addr:city': 'Vancouver'}"
2032,49.2256833,-122.999253,2019-09-10T18:50:44.000-07:00,bar,Little Monk Pretzels,"{'level': '-1', 'cuisine': 'pretzel'}"
2046,49.2293669,-123.0041555,2017-03-22T04:32:05.000-07:00,bar,,{'addr:housenumber': '1822'}
2093,49.2031688,-122.908271,2016-10-02T21:55:59.000-07:00,bar,Judge Begbies,{'name:en': 'Judge Begbies'}
2096,49.2017326,-122.9124591,2016-10-12T21:37:46.000-07:00,bar,Hops,"{'addr:housenumber': '48', 'name:en': 'Hops', 'addr:street': 'Eighth Street'}"
2124,49.2756868,-123.1281101,2019-09-18T23:00:49.000-07:00,bar,Cecil Bar,"{'addr:housenumber': '1336', 'name:en': 'Cecil Bar', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}"
2134,49.2741305,-123.1241126,2016-10-06T05:23:48.000-07:00,bar,Soho,"{'addr:housenumber': '1283', 'addr:street': 'Hamilton Street'}"
2142,49.2753903,-123.1216407,2019-09-13T13:56:59.000-07:00,bar,Yaletown Distilling Company,"{'opening_hours': 'Tu-Th 12:00-17:00; Fr-Sa 12:30-20:00', 'addr:housenumber': '1128', 'name:en': 'Yaletown Distilling Company', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}"
2150,49.2752508,-123.1212681,2019-11-24T03:22:59.000-08:00,bar,The Distillery Bar,"{'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}"
2177,49.2616715,-123.1007497,2012-05-29T19:57:38.000-07:00,bar,The Cascade,"{'addr:housenumber': '2616', 'website': 'http://thecascade.ca/', 'addr:street': 'Main Street'}"
2412,49.0896971,-123.0421766,2010-06-11T00:59:12.000-07:00,bar,Sundance Pub,{}
2466,49.2832515,-123.105379,2016-06-04T21:24:34.000-07:00,bar,Gringo,{}
2582,49.2287507,-123.0049404,2018-04-21T17:32:38.000-07:00,bar,Tea Plus,"{'addr:housenumber': '2122', 'name:en': 'Tea Plus'}"
2586,49.2284585,-123.0049954,2017-03-22T04:32:40.000-07:00,bar,Bubble Waffle,"{'addr:housenumber': '2111', 'name:en': 'Bubble Waffle'}"
2591,49.2288936,-123.0050917,2017-03-22T04:33:57.000-07:00,bar,The Juice Corner,"{'addr:housenumber': '2303', 'name:en': 'The Juice Corner'}"
2594,49.2285714,-123.0049909,2017-03-22T04:32:34.000-07:00,bar,Paradise Juice,"{'addr:housenumber': '2117', 'name:en': 'Paradise Juice'}"
2601,49.228504,-123.0051068,2017-03-22T04:32:43.000-07:00,bar,Cherry Tea & Icy Bar,"{'addr:housenumber': '2123', 'name:en': 'Cherry Tea & Icy Bar'}"
2609,49.2287034,-123.0044511,2017-03-22T04:34:33.000-07:00,bar,Ginseng Spirit,"{'addr:housenumber': '2805', 'name:en': 'Ginseng Spirit'}"
2620,49.2289043,-123.0052233,2017-03-22T04:34:00.000-07:00,bar,Shiny Tea,"{'addr:housenumber': '2211', 'name:en': 'Shiny Tea'}"
2646,49.1862792,-122.9565359,2017-03-19T05:56:11.000-07:00,bar,Red Bar,{'name:en': 'Red Bar'}
2652,49.2192031,-122.9697432,2017-03-19T05:57:23.000-07:00,bar,Hookan Lounge,{'name:en': 'Hookan Lounge'}
2673,49.1860857,-122.8479254,2019-06-25T02:51:54.000-07:00,bar,Big Orange,{'name:en': 'Big Orange'}
2719,49.2186352,-122.9554239,2017-03-20T15:56:12.000-07:00,bar,Menchies Frozen Yoghurt,{'name:en': 'Menchies Frozen Yoghurt'}
2754,49.1897831,-122.8037265,2017-03-21T05:02:33.000-07:00,bar,Cinnzeo,{'name:en': 'Cinnzeo'}
2755,49.1898322,-122.8037274,2017-03-21T05:02:34.000-07:00,bar,Kernels,{'name:en': 'Kernels'}
2759,49.1898931,-122.8036469,2017-03-21T05:02:53.000-07:00,bar,Cupcakes,{'name:en': 'Cupcakes'}
2760,49.1898769,-122.8034853,2017-03-21T05:02:56.000-07:00,bar,Jugo Juice,{'name:en': 'Jugo Juice'}
2771,49.1896519,-122.8034639,2017-03-21T05:05:33.000-07:00,bar,Yogen Fruz,{'name:en': 'Yogen Fruz'}
2918,49.1812101,-123.1370111,2019-09-13T13:57:03.000-07:00,bar,Millennium Karaoke,"{'addr:housenumber': '201-4451', 'addr:street': 'No. 3 Road', 'addr:city': 'Richmond'}"
2938,49.2790349,-123.1235947,2017-09-15T20:53:37.000-07:00,bar,Johnnie Fox's,{'cuisine': 'irish'}
2962,49.2023823,-122.9089811,2016-11-27T21:27:22.000-08:00,bar,Paramount Gentlemen's Club,"{'addr:housenumber': '652', 'website': 'http://www.paramountgirls.com/', 'phone': '+1-604-526-8675', 'smoking': 'no', 'opening_hours': 'Tu-Th 18:00-02:00; Fr-Sa 18:00-03:00; Su 20:00-02:00', 'addr:street': 'Columbia Street'}"
3032,49.1970272,-123.1768478,2017-02-21T16:01:40.000-08:00,bar,Plaza Premium Lounge,{'name:en': 'Plaza Premium Lounge'}
3152,49.1947944,-123.1820219,2016-12-19T18:24:22.000-08:00,bar,Maple Leaf Lounge,"{'opening_hours': 'Mo-Su 05:00-23:30', 'name:fr': ""Salon feuille d'érable"", 'name:en': 'Maple Leaf Lounge'}"
3153,49.1944125,-123.18181680000001,2019-06-22T22:48:02.000-07:00,bar,Plaza Premium Lounge,"{'opening_hours:signed': 'no', 'name:en': 'Plaza Premium Lounge'}"
3204,49.2837396,-123.1184966,2016-04-06T00:13:12.000-07:00,bar,Prohibition,{}
3254,49.3100753,-123.0825195,2018-10-26T20:30:55.000-07:00,bar,Green Leaf Brewing,"{'addr:housenumber': '123', 'website': 'http://www.greenleafbrew.com/', 'shop': 'alcohol', 'phone': '+1-604-984-8409', 'opening_hours': 'Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-21:00', 'outdoor_seating': 'yes', 'addr:street': 'Carrie Cates Court', 'addr:postcode': 'V7M 3K7', 'addr:unit': '108', 'addr:city': 'North Vancouver'}"
3414,49.2468517,-123.1009139,2017-05-29T19:55:55.000-07:00,bar,The Shameful Tiki,{'name:en': 'The Shameful Tiki'}
3454,49.2799921,-123.1197031,2020-03-08T23:06:19.000-07:00,bar,Hollywood North,"{'addr:province': 'BC', 'addr:street': 'Seymour Street', 'addr:city': 'Vancouver'}"
3471,49.2098852,-123.0817139,2019-11-04T23:33:49.000-08:00,bar,Dogwood Lounge,"{'website': 'http://www.dogwoodbrew.com/brewerylounge/', 'product': 'beer', 'shop': 'alcohol', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'addr:postcode': 'V5X 4R6', 'addr:city': 'Vancouver', 'addr:housenumber': '8284', 'phone': '+1-604-325-3693', 'opening_hours': 'We-Th 15:30-20:00; Fr-Su 12:00-20:00', 'outdoor_seating': 'no', 'addr:street': 'Sherbrooke Street', 'email': 'tastingroom@dogwoodbrewing.ca'}"
3496,49.2829389,-123.115118,2019-09-18T23:00:49.000-07:00,bar,Railway Club,"{'addr:housenumber': '579', 'website': 'http://www.therailwayclub.com', 'addr:street': 'Dunsmuir Street', 'disused': 'yes', 'addr:city': 'Vancouver'}"
3862,49.2265781,-123.000636,2018-04-21T18:41:25.000-07:00,bar,Yogen Fruz,"{'level': '0', 'name:en': 'Yogen Fruz'}"
3971,49.2769121,-123.0805868,2018-10-26T20:30:57.000-07:00,bar,Luppolo Tasting Room,"{'addr:housenumber': '1123', 'shop': 'alcohol', 'phone': '+1-604-255-4997', 'opening_hours': 'Su 12:00-22:00; Mo-Tu 15:00-22:00; We-Th 15:00-23:00; Fr 11:30-00:00; Sa 12:00-00:00', 'outdoor_seating': 'no', 'addr:street': 'Venables Street', 'addr:postcode': 'V6A 2C3', 'email': 'info@luppolobrewing.ca', 'addr:city': 'Vancouver'}"
4071,49.1969254,-123.1770082,2018-06-11T19:38:42.000-07:00,bar,Plaza Premium Lounge,"{'opening_hours': 'Mo-Su 04:30-20:00', 'name:en': 'Plaza Premium Lounge'}"
4095,49.279512,-123.1204403,2019-07-17T18:32:17.000-07:00,bar,Uva,"{'opening_hours': 'Mo-Su 14:00-00:00', 'addr:housenumber': '900', 'website': 'http://www.uvavancouver.com', 'addr:street': 'Seymour St', 'phone': '+1-604-632-9560'}"
4132,49.2767582,-123.1201461,2019-09-13T13:57:02.000-07:00,bar,Fayuca,"{'addr:housenumber': '1011', 'name:en': 'Fayuca', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}"
4156,49.219935,-122.6498708,2019-09-13T13:57:02.000-07:00,bar,Shooter's Tap House,"{'addr:housenumber': '20644', 'addr:street': 'Dewdney Trunk Road', 'addr:city': 'Maple Ridge'}"
4442,49.1236207,-123.1834451,2018-09-24T02:13:58.000-07:00,bar,Catch Kitchen + Bar,{'cuisine': 'vegan;fish;burger;regional;grill;seafood;pasta;noodles;fish_and_chips;chicken;barbecue'}
4633,49.222099299999996,-122.9817263,2019-09-13T13:57:04.000-07:00,bar,Gal Chae Karaoke,"{'addr:housenumber': '5679', 'addr:street': 'Imperial Street', 'addr:city': 'Burnaby'}"
4646,49.2790584,-123.1230287,2015-09-09T04:42:41.000-07:00,bar,The Belmont,{'website': 'http://belmontbar.com'}
4854,49.1122996,-122.7301013,2019-04-23T13:50:47.000-07:00,bar,Canadian Lounge,"{'level': '1', 'indoor': 'yes'}"
5138,49.2885782,-123.1426441,2015-09-08T03:29:42.000-07:00,bar,Sylvia's Bar,{}
5272,49.2590227,-123.1008347,2019-09-03T16:39:34.000-07:00,bar,Colony,"{'addr:housenumber': '2904', 'addr:street': 'Main street', 'addr:city': 'Vancouver'}"
5708,49.2828822,-123.1037866,2015-08-21T06:09:21.000-07:00,bar,Shebeen Whiskey House,{'addr:street': 'Carrall Street'}
5847,49.283201,-123.1123664,2015-10-17T02:28:54.000-07:00,bar,Yagger's,"{'addr:housenumber': '433', 'addr:street': 'West Pender Street'}"
6113,49.2728332,-123.069737,2015-10-04T02:59:29.000-07:00,bar,Storm Crow Tavern,"{'addr:housenumber': '1305', 'addr:street': 'Commercial Drive'}"
6149,49.0470506,-122.2691498,2018-06-20T15:11:23.000-07:00,bar,Sneakers Sports Lounge,"{'website': 'https://m.facebook.com/pages/Sneakers-Sports-Lounge/158802224176304', 'entrance': 'yes', 'phone': '+1-604-854-3911'}"
6182,49.2768995,-123.1268568,2019-09-18T23:00:49.000-07:00,bar,The Morrissey,"{'opening_hours': 'Su-Th 11:00-02:00; Fr-Sa 11:00-03:00', 'addr:housenumber': '1227', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}"
6203,49.2814237,-123.1330616,2017-04-14T16:31:11.000-07:00,bar,The Capital,"{'opening_hours': 'Mo-Th 11:00-01:00; Fr 11:00-02:00; Sa 10:00-02:00; Su 10:00-01:00', 'addr:housenumber': '1178', 'addr:street': 'Davie Street'}"
6241,49.2506841,-123.1012022,2019-12-15T22:09:29.000-08:00,bar,Portland Craft,{'name:en': 'Portland Craft'}
6307,49.0902621,-122.6124961,2019-09-13T13:57:03.000-07:00,bar,Murrayville Town Pub,"{'addr:housenumber': '22070', 'addr:street': '48A Avenue', 'addr:postcode': 'V3A 8G3', 'addr:city': 'Langley'}"
6419,49.0224343,-122.3809138,2019-12-15T05:09:16.000-08:00,bar,Ravens Bar & Grill,"{'opening_hours': 'Su-Fr 04:30-22:00; Sa 04:30-10:30,19:30-22:00', 'website': 'http://www.ravensbistros.com', 'phone': '+1-604-852-8553', 'addr:unit': '4'}"
6420,49.0224608,-122.3805333,2019-12-15T05:09:16.000-08:00,bar,Ravens Bar & Bistro,"{'opening_hours': 'Su-Fr 04:30-22:00; Sa 04:30-10:30,19:30-22:00', 'description': 'in pre-board area, past security checkpoint', 'website': 'http://www.ravensbistros.com', 'phone': '+1-604-852-8553', 'addr:unit': '4'}"
6503,49.2543533,-123.1149873,2015-08-13T02:06:57.000-07:00,bar,Kino Cafe Flamenco Tapas Bar,"{'addr:housenumber': '3456', 'website': 'http://www.kinocafe.ca/', 'addr:street': 'Cambie Street', 'source': 'local_knowledge'}"
6555,49.1362084,-123.0271058,2019-06-29T20:19:30.000-07:00,bar,Four Winds Tasting Room,"{'addr:housenumber': '7355', 'website': 'http://fourwindsbrewing.ca/tasting-room/', 'shop': 'alcohol', 'phone': '+1-604-940-9949', 'opening_hours': 'Mo-Su 11:00-19:00', 'addr:street': '72 Street', 'addr:unit': '4'}"
6556,49.1185688,-122.6651089,2019-09-02T22:08:29.000-07:00,bar,Trading Post Brewery and Tasting Room,"{'addr:housenumber': '20120', 'website': 'https://tradingpostbrewing.com/locations/brewery-and-tasting-room/', 'product': 'beer', 'shop': 'alcohol', 'phone': '+1-604-343-2337', 'opening_hours': 'Mo,Tu,Su 12:00-21:00; We 12:00-22:00; Th-Sa 12:00-23:00', 'craft': 'brewery', 'outdoor_seating': 'yes', 'addr:street': '64 Avenue', 'addr:unit': '107'}"
6557,49.1162645,-122.6634679,2019-09-02T22:08:29.000-07:00,bar,Five Roads Brewing,"{'addr:housenumber': '6263', 'website': 'https://www.fiveroadsbrewing.com', 'product': 'beer', 'shop': 'alcohol', 'phone': '+1-604-539-6754', 'opening_hours': 'Mo-We,Su 12:00-21:00; Th-Sa 12:00-23:00', 'craft': 'brewery', 'addr:street': '202 Street', 'addr:unit': '1'}"
6559,49.0474734,-122.360602,2019-09-02T22:08:29.000-07:00,bar,Ravens Tasting Room,"{'opening_hours': 'Tu-Th 14:00-21:00; Fr,Sa 12:00-21:00; Su 12:00-18:00', 'website': 'https://www.ravens.beer', 'shop': 'alcohol', 'phone': '+1-604-758-1557', 'email': 'info@ravensbrewing.com'}"
6564,49.0429142,-122.2816142,2019-06-30T21:53:24.000-07:00,bar,Field House Tasting Room,"{'opening_hours': 'Tu-Sa 11:00-23:00; Su 11:00-20:00', 'website': 'https://fieldhousebrewing.com', 'shop': 'alcohol', 'phone': '+1-604-776-2739'}"
7228,49.2823322,-123.1345615,2013-05-26T17:40:58.000-07:00,bar,Score,"{'addr:housenumber': '1262', 'website': 'http://scoreondavie.com/', 'addr:street': 'Davie Street', 'source': 'survey', 'food': 'yes', 'start_date': '2007'}"
7751,49.2774219,-122.8097447,2018-10-26T20:30:54.000-07:00,bar,Mariner Tasting Room,"{'website': 'https://www.marinerbrewing.ca', 'shop': 'alcohol', 'internet_access': 'wlan', 'phone': '+1-604-467-4160', 'opening_hours': 'Mo-Th 14:00-22:00; Fr 14:00-23:00; Sa 12:00-23:00; Su 12:00-21:00', 'email': 'info@marinerbrewing.ca'}"
7974,49.2655902,-123.1003893,2019-03-22T02:52:38.000-07:00,bar,The Whip,"{'addr:housenumber': '209', 'website': 'https://www.thewhiprestaurant.com/', 'outdoor_seating': 'yes', 'addr:street': 'East 6th Avenue'}"
8127,49.2802664,-123.1097483,2018-06-20T15:11:20.000-07:00,bar,Devil's Elbow,"{'opening_hours': 'Mo-Su 11:30-00:00', 'addr:housenumber': '562', 'addr:street': 'Beatty Street', 'phone': '+1-604-559-0611', 'addr:city': 'Vancouver'}"
8231,49.2683984,-123.0698801,2019-06-14T08:38:16.000-07:00,bar,Park Drive,"{'opening_hours': 'Mo-Th 11:30-11:00; Fr,Sa 11:30-12:00; Su 12:00-10:00', 'cuisine': 'greek'}"
8269,49.056171,-122.3806171,2020-01-19T23:57:49.000-08:00,bar,Bar One,"{'addr:housenumber': '3010', 'website': 'https://www.baronecanada.com/', 'addr:street': 'Mount Lehman Road', 'operator': 'Northland Properties'}"
8609,49.2672724,-123.1042375,2019-03-22T02:52:13.000-07:00,bar,Electric Bicycle Brewing,"{'website': 'https://electricbicyclebrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-709-9939', 'opening_hours': 'Mo-Th 14:00-23:00; Fr-Sa 11:00-00:00; Su 11:00-23:00', 'outdoor_seating': 'no', 'email': 'info@ebbeer.com'}"
8615,49.2561559,-122.9221406,2019-03-19T06:11:06.000-07:00,bar,Dageraad Tasting Room,"{'addr:housenumber': '3191', 'website': 'https://dageraadbrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-420-2050', 'opening_hours': 'Mo-We 12:00-21:00; Th 12:00-22:00; Fr-Sa 11:00-22:00; Su 11:00-21:00', 'addr:street': 'Thunderbird Crescent', 'addr:postcode': 'V5A 3G1', 'addr:unit': '114', 'addr:city': 'Burnaby'}"
8659,49.2776684,-123.1256767,2016-01-20T21:38:59.000-08:00,bar,Cabana,"{'addr:housenumber': '1159', 'addr:street': 'Granville Street'}"
8762,49.1748746,-122.890693,2012-04-29T10:32:24.000-07:00,bar,The Attic,{}
8934,49.1962403,-123.1783082,2018-12-05T00:10:35.000-08:00,bar,,"{'name:fr': ""Salon feuille d'érable"", 'name:en': 'Maple Leaf Lounge', 'outdoor_seating': 'no', 'operator': 'Air Canada'}"
9023,49.2873462,-123.141531,2017-05-17T13:41:42.000-07:00,bar,Shamrock Alley,"{'addr:housenumber': '1184', 'name:en': 'Shamrock Alley', 'addr:street': 'Denman Street'}"
9026,49.2831604,-123.1040262,2019-10-03T23:41:01.000-07:00,bar,The Diamond,"{'addr:housenumber': '6', 'website': 'http://di6mond.com', 'opening_hours': 'Mo-Th 17:30-01:00; Fr-Sa 17:30-02:00; Su 17:30-00:00', 'addr:street': 'Powell Street', 'addr:postcode': 'V6B 1G7', 'email': 'info@di6mond.com', 'addr:city': 'Vancouver'}"
9068,49.3170584,-123.0926407,2019-09-02T22:08:26.000-07:00,bar,Black Kettle Tasting Lounge,"{'addr:housenumber': '720', 'website': 'https://www.blackkettlebrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-537-8959', 'opening_hours': 'Th-Su 11:00-20:00; We 11:00-19:00; Mo,Tu 14:00-19:00', 'addr:street': 'Copping Street', 'addr:postcode': 'V7M 3N2', 'addr:unit': '106', 'addr:city': 'North Vancouver'}"
9069,49.3099735,-123.0339301,2018-10-26T20:31:02.000-07:00,bar,Bridge Brewing Tasting Room,"{'addr:housenumber': '1448', 'website': 'https://www.bridgebrewing.com', 'shop': 'alcohol', 'phone': '+1-604-770-2739', 'opening_hours': '11:00-23:00', 'outdoor_seating': 'yes', 'addr:street': 'Charlotte Road', 'addr:postcode': 'V7J 1H2', 'addr:city': 'North Vancouver'}"
9074,49.308336,-123.0727453,2018-10-26T20:31:03.000-07:00,bar,Beere Brewing Tasting Room,"{'website': 'https://www.beerebrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-983-2163', 'opening_hours': 'Mo-Tu 13:00-21:00; We-Sa 12:00-23:00; Su 12:00-21:00', 'outdoor_seating': 'yes', 'email': 'info@beerebrewing.com'}"
9114,49.2704154,-123.1346411,2019-03-22T02:49:43.000-07:00,bar,The Liberty Distillery,"{'opening_hours': 'Mo-Su 11:00-20:00', 'addr:housenumber': '1494-1', 'website': 'https://www.thelibertydistillery.com/', 'addr:street': 'Old Bridge Street'}"
9215,49.1973521,-123.175138,2012-11-17T03:14:13.000-08:00,bar,Vino Volo,{}
9252,49.2820577,-123.0709121,2019-06-02T05:39:46.000-07:00,bar,Resurrection Distillery and Lounge,"{'addr:housenumber': '1672', 'addr:street': 'Franklin Street'}"
9405,49.2837876,-123.0641858,2018-10-26T20:31:03.000-07:00,bar,Parallel 49 Tasting Room & Beer Store,"{'opening_hours': '11:00-23:00', 'website': 'http://parallel49brewing.com/tasting_room', 'shop': 'alcohol', 'phone': '+1-604-558-2739', 'drive_through': 'no'}"
9420,49.2807293,-123.1323456,2019-07-06T09:10:42.000-07:00,bar,The Junction,"{'opening_hours': 'Mo-Su 15:00-03:00+', 'addr:street': 'Davie Street'}"
9481,49.2021481,-122.9271199,2019-02-18T01:14:17.000-08:00,bar,Steel & Oak Tasting Room,"{'addr:housenumber': '1319', 'alt_name': 'Steel and Oak Tasting Room', 'website': 'https://steelandoak.ca/', 'shop': 'alcohol', 'phone': '+1-604-540-6495', 'opening_hours': 'Su-We 12:00-20:00; Th-Sa 12:00-22:00', 'addr:street': 'Third Avenue', 'addr:postcode': 'V3M 1R2', 'email': 'cheers@steelandoak.ca', 'addr:city': 'New Westminster'}"
9482,49.2044231,-122.9059535,2018-04-16T18:59:29.000-07:00,bar,The Met,"{'wheelchair': 'yes', 'addr:housenumber': '41', 'addr:street': 'Columbia Street', 'addr:postcode': 'V3L 1A9', 'addr:city': 'New Westminster'}"
9501,49.1950633,-123.179939,2012-03-26T18:47:26.000-07:00,bar,,"{'source:location': 'extrapolation', 'source': 'survey', 'level': '1'}"
9627,49.2830338,-123.0998209,2019-03-22T02:54:23.000-07:00,bar,No. 5 Orange,"{'addr:housenumber': '205', 'website': 'https://www.no5orange.ca/', 'addr:street': 'Main Street', 'addr:postcode': 'V6A 1K7'}"
9684,49.1340207,-122.3101942,2019-11-10T11:08:25.000-08:00,bar,"Big ""B"" Saloon",{'alt_name': 'Big B Saloon'}
9725,49.281603,-123.1328977,2016-02-14T21:02:33.000-08:00,bar,1181,"{'addr:housenumber': '1181', 'website': 'http://www.1181.ca', 'addr:street': 'Davie Street'}"
9728,49.2814951,-123.1327426,2016-02-14T21:02:34.000-08:00,bar,Pumpjack,"{'addr:housenumber': '1167', 'addr:street': 'Davie Street'}"
9853,49.056369,-122.3832811,2019-07-06T18:18:44.000-07:00,bar,Old Abbey Ales,"{'addr:housenumber': '30321', 'website': 'https://www.oldabbeyales.com/', 'product': 'beer', 'shop': 'alcohol', 'phone': '+1-604-607-5104', 'opening_hours': 'Su-We 11:00-20:00; Th-Sa 11:00-22:00', 'craft': 'brewery', 'addr:street': 'Fraser Highway', 'addr:unit': '1A', 'email': 'info@oldabbeyales.com'}"
9907,49.2872658,-123.1415278,2017-09-26T04:02:57.000-07:00,bar,Bayside Lounge,{}
