,lat,lon,timestamp,amenity,name,tags
2305,49.1047469,-122.7990471,2017-02-16T08:54:56.000-08:00,cafe,Tim Hortons,"{'opening_hours': '24/7', 'cuisine': 'donut', 'addr:housenumber': '15255', 'addr:street': 'Highway 10', 'internet_access': 'wlan'}"
2323,49.0448257,-122.778652,2019-09-02T22:08:26.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '16010', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Sa,Su 06:00-22:00; Mo-Fr 05:00-22:00', 'cuisine': 'coffee_shop', 'addr:street': '24 Avenue', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:unit': '105'}"
2394,49.1325243,-123.0924899,2019-08-24T15:12:34.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:unit': '7100'}"
2397,49.2656284,-123.2543584,2019-05-29T17:24:51.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2400,49.2673017,-123.2526955,2011-02-23T20:34:33.000-08:00,cafe,Ike's Café,{'wheelchair': 'yes'}
2408,49.0904049,-123.0780785,2019-06-09T18:54:20.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}"
2415,49.1722688,-123.1361069,2019-10-29T03:23:55.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Richmond', 'addr:housenumber': '8111', 'outdoor_seating': 'yes', 'addr:street': 'Ackroyd Road', 'brand': 'Starbucks'}"
2418,49.1712706,-123.1358928,2019-10-29T03:23:55.000-07:00,cafe,Blenz Coffee,{'addr:city': 'Richmond'}
2459,49.1705244,-123.1569694,2010-06-12T17:44:10.000-07:00,cafe,Golden Coin,{}
2493,49.2347512,-123.1582643,2019-12-26T22:15:17.000-08:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2514,49.2729377,-123.0997917,2019-11-15T18:17:54.000-08:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.com/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '201', 'opening_hours': 'Mo-Sa 06:00-20:00; Su 06:00-19:00', 'brand': 'Starbucks'}"
2519,49.26437,-123.1674354,2019-08-29T18:45:23.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.com/', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
2523,49.283684,-123.1159815,2016-06-09T02:51:52.000-07:00,cafe,Caffe Artigiano,"{'addr:housenumber': '574', 'addr:street': 'Granville Street'}"
2524,49.2848065,-123.1143227,2016-06-09T02:51:46.000-07:00,cafe,Trees Coffee,"{'addr:housenumber': '450', 'addr:street': 'Granville Street'}"
2525,49.2847372,-123.1144476,2016-06-09T02:51:47.000-07:00,cafe,Creme de la Crumb,"{'addr:housenumber': '466', 'addr:street': 'Granville Street'}"
2530,49.0323555,-122.8669141,2019-01-11T07:29:16.000-08:00,cafe,Starbucks - Ocean Park,"{'opening_hours': 'Mo-Sa 05:30-20:30; Su 06:00-20:30', 'cuisine': 'coffee_shop'}"
2531,49.0334416,-122.8008794,2019-01-11T07:31:25.000-08:00,cafe,Starbucks - Whiterock,"{'opening_hours': 'Mo-Su 05:30-21:30', 'cuisine': 'coffee_shop', 'addr:housenumber': '1730', 'addr:street': '152 Street'}"
2533,49.0246535,-122.8013247,2019-01-15T14:30:02.000-08:00,cafe,Islands Café,"{'opening_hours': 'Mo-Fr 07:00-17:00; Sa 07:30-17:00; Su 08:00-17:00', 'cuisine': 'coffee', 'addr:housenumber': '1237', 'addr:street': 'Johnston Road', 'addr:city': 'White Rock'}"
2540,49.0953173,-122.6241169,2019-09-23T20:13:59.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '21612', 'phone': '+1-604-533-1606', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2541,49.1623763,-122.6603266,2019-09-23T20:13:22.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '20250', 'internet_access': 'wlan', 'phone': '+1-604-888-7101', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': '88 Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2542,49.1196856,-122.6912218,2019-06-03T03:16:01.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '19171', 'internet_access': 'wlan', 'phone': '+1-604-574-1812', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2543,49.1247605,-122.7048284,2019-09-04T03:34:36.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '18682', 'internet_access': 'wlan', 'phone': '+1-778-571-0394', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2544,49.1636149,-122.8780219,2019-06-25T02:54:10.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '12467', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'smoking': 'no', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': '88 Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2545,49.150248500000004,-122.8899397,2019-06-24T21:43:20.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '8080', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'Scott Road', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2560,49.2506688,-122.8967172,2019-09-27T12:21:02.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name:en': 'Tim Hortons', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2568,49.324043,-123.1099144,2019-09-12T16:34:50.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
2570,49.3232543,-123.1137594,2019-09-12T16:34:50.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'delivery': 'no', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'no', 'cuisine': 'coffee_shop', 'outdoor_seating': 'no', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2577,49.3107221,-123.0812615,2017-01-05T16:35:07.000-08:00,cafe,Bean Around The World,{'name:en': 'Bean Around The World'}
