lat,lon,timestamp,amenity,name,tags,wiki,entry_num,catagorities
49.0905125,-123.0719728,2019-06-06T07:44:09.000-07:00,fuel,Petro-Canada,"{'brand:wikidata': 'Q1208279', 'brand': 'Petro-Canada', 'brand:wikipedia': 'en:Petro-Canada'}",True,Q1208279,tour
49.1996558,-122.8101007,2020-02-21T07:56:19.000-08:00,post_office,Riverside,"{'brand:wikidata': 'Q1032001', 'wheelchair': 'yes', 'addr:housenumber': '14867', 'brand:wikipedia': 'en:Canada Post', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 09:00-14:00; Su,PH off', 'addr:street': '108 Avenue', 'addr:postcode': 'V3R 1W0', 'brand': 'Canada Post', 'operator': 'Canada Post'}",True,Q1032001,service
49.1332441,-122.8460098,2019-08-24T00:12:34.000-07:00,fuel,Esso,"{'brand:wikidata': 'Q867662', 'addr:housenumber': '7195', 'addr:street': 'King George Boulevard', 'brand': 'Esso', 'brand:wikipedia': 'en:Esso'}",True,Q867662,tour
49.1989863,-122.7789539,2019-06-17T23:15:38.000-07:00,fuel,Esso,"{'brand:wikidata': 'Q867662', 'addr:housenumber': '15989', 'addr:street': '108 Avenue', 'brand': 'Esso', 'brand:wikipedia': 'en:Esso'}",True,Q867662,tour
49.1765099,-122.7792303,2019-09-23T20:06:05.000-07:00,fuel,Husky,"{'brand:wikidata': 'Q702049', 'addr:housenumber': '15960', 'addr:street': '96 Avenue', 'brand': 'Husky', 'brand:wikipedia': 'en:Husky Energy'}",True,Q702049,tour
49.1874054,-122.8446943,2019-08-24T15:23:01.000-07:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'addr:housenumber': '10166', 'website': 'http://www.cibc.com/', 'phone': '+1-604-586-2242', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'opening_hours': 'Mo-Tu 09:30-17:00; We-Fr 09:30-19:00; Sa 09:00-16:00', 'alt': 'Canadian Imperial Bank of Commerce', 'addr:street': 'King George Boulevard', 'atm': 'yes', 'brand': 'CIBC', 'operator': 'CIBC'}",True,Q666694,service
49.278119,-122.9122848,2020-01-18T09:04:52.000-08:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'yes', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.1897822,-122.8022656,2020-01-09T06:40:09.000-08:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'website': 'https://locations.cibc.com/bc/surrey/08920', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'addr:unit': '1294', 'operator': 'CIBC', 'addr:housenumber': '10355', 'alt_name': 'Canadian Imperial Bank of Commerce', 'phone': '+1-604-586-2303', 'opening_hours': 'Mo-We 09:00-18:00; Th-Fr 09:00-19:00; Sa 09:00-16:00; Su 12:00-16:00', 'addr:street': '152 Street', 'atm': 'yes', 'brand': 'CIBC'}",True,Q666694,service
49.187024,-122.8460374,2019-03-12T23:32:40.000-07:00,bank,Bank of Montreal,"{'brand:wikidata': 'Q806693', 'wheelchair': 'yes', 'addr:housenumber': '10155', 'brand:wikipedia': 'en:Bank of Montreal', 'addr:street': 'King George Boulevard', 'brand': 'Bank of Montreal', 'operator': 'Bank of Montreal'}",True,Q806693,service
49.1732883,-123.1251186,2020-04-17T21:26:32.000-07:00,fuel,Shell,"{'brand:wikidata': 'Q154950', 'addr:housenumber': '5511', 'addr:street': 'Garden City Road', 'brand': 'Shell', 'brand:wikipedia': 'en:Royal Dutch Shell'}",True,Q154950,tour
49.2793798,-123.0994827,2020-06-11T20:27:15.000-07:00,bank,Vancity,"{'brand:wikidata': 'Q7914085', 'official_name': 'Vancouver City Savings Credit Union', 'addr:housenumber': '605', 'brand:wikipedia': 'en:Vancity', 'addr:street': 'Main Street', 'brand': 'Vancity', 'addr:city': 'Vancouver'}",True,Q7914085,service
49.2731066,-123.1007271,2020-02-05T20:20:15.000-08:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '195', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Terminal Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:city': 'Vancouver'}",True,Q175106,food
49.2427149,-123.004048,2019-07-07T04:11:10.000-07:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}",True,Q244457,food
49.2769081,-122.8589634,2020-02-12T23:53:44.000-08:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'wheelchair': 'yes', 'addr:housenumber': '2350', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Saint Johns Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.2875631,-123.129718,2019-09-18T23:00:49.000-07:00,restaurant,Cora,"{'brand:wikidata': 'Q2996960', 'addr:housenumber': '1368', 'brand:wikipedia': 'en:Cora (restaurant)', 'cuisine': 'breakfast', 'addr:street': 'Robson Street', 'brand': 'Cora', 'addr:city': 'Vancouver'}",True,Q2996960,food
49.2866006,-123.1282087,2019-08-23T07:46:30.000-07:00,cafe,Chatime,"{'brand:wikidata': 'Q16829306', 'brand:en': 'Chatime', 'addr:housenumber': '1274', 'brand:wikipedia': 'en:Chatime', 'cuisine': 'bubble_tea', 'name:en': 'Chatime', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand:zh': '日出茶太', 'brand': 'Chatime', 'name:zh': '日出茶太'}",True,Q16829306,food
49.2702532,-123.1357366,2020-03-29T23:51:13.000-07:00,post_office,Granville Island,"{'brand:wikidata': 'Q1032001', 'wheelchair': 'no', 'addr:housenumber': '1496', 'brand:wikipedia': 'en:Canada Post', 'addr:street': 'Cartwright Street', 'addr:postcode': 'V6H 3Y0', 'brand': 'Canada Post', 'addr:unit': '105', 'operator': 'Canada Post'}",True,Q1032001,service
49.2661113,-123.2420861,2019-05-29T17:24:51.000-07:00,fast_food,Pita Pit,"{'brand:wikidata': 'Q7757289', 'cuisine': 'pita', 'takeaway': 'yes', 'brand': 'Pita Pit', 'brand:wikipedia': 'en:Pita Pit'}",True,Q7757289,food
49.2270298,-123.0044576,2019-03-18T03:17:29.000-07:00,pharmacy,Rexall,"{'brand:wikidata': 'Q7319360', 'addr:housenumber': '6200', 'brand:wikipedia': 'en:Rexall', 'drive_through': 'no', 'dispensing': 'yes', 'addr:street': 'McKay Avenue', 'brand': 'Rexall', 'healthcare': 'pharmacy'}",True,Q7319360,medical
49.2873431,-123.1143935,2019-08-29T17:32:53.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.2469499,-123.1854198,2019-08-29T19:02:51.000-07:00,bank,Vancity,"{'brand:wikidata': 'Q7914085', 'opening_hours': 'Tu-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-15:00', 'official_name': 'Vancouver City Savings Credit Union', 'brand': 'Vancity', 'brand:wikipedia': 'en:Vancity'}",True,Q7914085,service
49.2387806,-123.0316319,2019-07-07T03:58:25.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'website': 'https://www.timhortons.com/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '5055', 'phone': '+1-604-433-3354', 'smoking': 'no', 'opening_hours': '24/7', 'addr:street': 'Joyce Street', 'brand': 'Tim Hortons'}",True,Q175106,food
49.2686141,-123.158778,2019-08-29T18:37:06.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.285902899999996,-123.1249177,2019-08-28T07:25:01.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '1150', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",True,Q175106,food
49.2860886,-123.1252316,2019-08-28T07:25:01.000-07:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1162', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Subway'}",True,Q244457,food
49.2876133,-123.1149238,2019-11-25T23:07:41.000-08:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'yes', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",True,Q37158,food
49.212995,-123.1401,2019-05-29T17:48:57.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'wheelchair': 'limited', 'addr:housenumber': '8002', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Granville Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.3721579,-123.0988075,2019-06-09T12:39:41.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'addr:housenumber': '6400', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Nancy Greene Way', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.1048167,-122.8022148,2019-09-23T20:08:40.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '15161', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Highway 10', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.2501163,-122.8923026,2019-09-23T20:19:36.000-07:00,fast_food,McDonald's,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'North Road', 'takeaway': 'yes', 'brand': ""McDonald's""}",True,Q38076,food
49.2796195,-123.0999337,2020-06-11T20:27:15.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.0388172,-122.2708368,2019-09-27T12:25:21.000-07:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'website': 'https://locations.cibc.com/bc/abbotsford/53044', 'ref': '53044', 'phone': '+1-604-851-3300', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'opening_hours': 'Mo-Tu 09:30-17:00; We-Fr 09:30-19:00; Sa 09:00-16:00; Su off', 'atm': 'yes', 'brand': 'CIBC', 'addr:unit': '100'}",True,Q666694,service
49.1624419,-122.6539,2019-09-23T20:13:22.000-07:00,fuel,Chevron,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '20522', 'brand:wikipedia': 'en:Chevron Corporation', 'name:en': 'Chevron', 'addr:street': '88 Avenue', 'brand': 'Chevron'}",True,Q319642,tour
49.1653656,-122.6614878,2019-06-07T13:28:04.000-07:00,restaurant,Round Table Pizza,"{'brand:wikidata': 'Q7371139', 'cuisine': 'pizza', 'name:en': 'Round Table Pizza', 'brand': 'Round Table Pizza', 'brand:wikipedia': 'en:Round Table Pizza'}",True,Q7371139,food
49.1674933,-122.6674453,2019-06-07T13:28:04.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '20090', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'addr:street': '91A Avenue', 'brand': 'Boston Pizza'}",True,Q894578,food
49.1633833,-122.6594915,2020-02-11T02:31:22.000-08:00,fast_food,Taco Del Mar,"{'brand:wikidata': 'Q7673972', 'brand:wikipedia': 'en:Taco del Mar', 'cuisine': 'mexican', 'name:en': 'Taco Del Mar', 'takeaway': 'yes', 'brand': 'Taco Del Mar'}",True,Q7673972,food
49.1660159,-122.6635496,2019-03-08T20:32:22.000-08:00,restaurant,Pizza Hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '20159', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'name:en': 'Pizza Hut', 'addr:street': '88 Avenue', 'brand': 'Pizza Hut'}",True,Q191615,food
49.1672102,-122.6661043,2019-08-24T15:24:21.000-07:00,restaurant,Montana's,"{'brand:wikidata': 'Q17022490', 'official_name': ""Montana's BBQ & Bar"", 'addr:housenumber': '20090', 'brand:wikipedia': ""en:Montana's BBQ & Bar"", 'cuisine': 'barbecue', 'name:en': ""Montana's"", 'addr:street': '91A Avenue', 'brand': ""Montana's""}",True,Q17022490,food
49.2539596,-122.7388737,2019-09-10T18:06:48.000-07:00,restaurant,Swiss Chalet,"{'brand:wikidata': 'Q2372909', 'cuisine': 'chicken', 'name:en': 'Swiss Chalet', 'brand': 'Swiss Chalet', 'brand:wikipedia': 'en:Swiss Chalet'}",True,Q2372909,food
49.2532685,-122.7393867,2019-09-10T18:06:48.000-07:00,bank,RBC,"{'brand:wikidata': 'Q735261', 'official_name': 'Royal Bank of Canada', 'name:en': 'RBC', 'brand': 'RBC', 'brand:wikipedia': 'en:Royal Bank of Canada'}",True,Q735261,service
49.2540332,-122.7388698,2019-09-10T18:06:48.000-07:00,fast_food,Mucho Burrito,"{'brand:wikidata': 'Q65148332', 'cuisine': 'mexican', 'name:en': 'Mucho Burrito', 'takeaway': 'yes', 'brand': 'Mucho Burrito'}",True,Q65148332,food
49.2548653,-122.7354267,2019-09-23T20:16:20.000-07:00,fast_food,McDonald's,"{'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'name:en': ""McDonald's"", 'takeaway': 'yes', 'brand': ""McDonald's""}",True,Q38076,food
49.2529263,-122.7399966,2019-09-10T18:06:48.000-07:00,pharmacy,Shoppers Drug Mart,"{'brand:wikidata': 'Q1820137', 'brand': 'Shoppers Drug Mart', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'operator': 'Loblaw Companies Limited', 'healthcare': 'pharmacy'}",True,Q1820137,medical
49.2541361,-122.7388679,2019-09-10T18:06:48.000-07:00,fast_food,Five Guys,"{'brand:wikidata': 'Q1131810', 'official_name': 'Five Guys Burgers and Fries', 'phone': '+1-604-472-9700', 'brand:wikipedia': 'en:Five Guys', 'cuisine': 'burger', 'name:en': 'Five Guys', 'takeaway': 'yes', 'brand': 'Five Guys'}",True,Q1131810,food
49.2544914,-122.7381621,2019-09-10T18:06:48.000-07:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}",True,Q244457,food
49.2543347,-122.737988,2019-09-10T18:06:48.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}",True,Q37158,food
49.257451,-122.7437942,2019-09-10T18:06:48.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name:en': 'Tim Hortons', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",True,Q175106,food
49.1986331,-122.8347367,2020-01-05T06:09:34.000-08:00,post_box,Canada Post,"{'brand:wikidata': 'Q1032001', 'collection_times': 'Mo-Fr 14:00', 'website': 'https://www.canadapost.ca/', 'brand:wikipedia': 'en:Canada Post', 'drive_through': 'no', 'operator': 'Canada Post'}",True,Q1032001,facility
49.1987207,-122.8232266,2020-01-05T06:10:08.000-08:00,post_box,Canada Post,"{'brand:wikidata': 'Q1032001', 'collection_times': 'Mo-Fr 14:00', 'website': 'https://www.canadapost.ca/', 'brand:wikipedia': 'en:Canada Post', 'drive_through': 'no', 'operator': 'Canada Post'}",True,Q1032001,facility
49.2567827,-123.184916,2019-08-29T19:07:45.000-07:00,fast_food,Dairy Queen,"{'brand:wikidata': 'Q1141226', 'brand:wikipedia': 'en:Dairy Queen', 'opening_hours': 'Mo-Su 10:30-22:00', 'cuisine': 'ice_cream;burger', 'name:en': 'Dairy Queen', 'takeaway': 'yes', 'brand': 'Dairy Queen'}",True,Q1141226,food
49.171823,-122.6674842,2019-06-07T13:28:04.000-07:00,fast_food,Quiznos,"{'brand:wikidata': 'Q1936229', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'name:en': 'Quiznos Subs', 'takeaway': 'yes', 'brand': 'Quiznos'}",True,Q1936229,food
49.29089,-123.1342671,2019-08-29T18:02:26.000-07:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}",True,Q244457,food
49.1659998,-122.6645407,2019-08-24T15:24:21.000-07:00,fast_food,Booster Juice,"{'brand:wikidata': 'Q4943796', 'brand:wikipedia': 'en:Booster Juice', 'cuisine': 'juice', 'name:en': 'Booster Juice', 'takeaway': 'yes', 'brand': 'Booster Juice'}",True,Q4943796,food
49.0498661,-122.311635,2019-09-02T22:08:26.000-07:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'level': '0', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:postcode': 'V2S 5A1', 'takeaway': 'yes', 'addr:unit': '404', 'addr:housenumber': '32900', 'opening_hours': 'Mo,Tu,Sa 09:30-18:00; We-Fr 09:30-21:00; Su,PH 11:00-18:00', 'indoor': 'yes', 'addr:street': 'South Fraser Way', 'brand': 'Subway'}",True,Q244457,food
49.0498031,-122.3114531,2019-09-02T22:08:26.000-07:00,fast_food,A&W,"{'brand:wikidata': 'Q2818848', 'website': 'http://aw.ca', 'internet_access': 'wlan', 'level': '0', 'brand:wikipedia': 'en:A&W (Canada)', 'internet_access:fee': 'no', 'cuisine': 'burger', 'addr:postcode': 'V2S 5A1', 'takeaway': 'yes', 'addr:unit': '402', 'addr:housenumber': '32900', 'opening_hours': 'Mo,Tu,Sa 09:30-18:00; We-Fr 09:30-21:00; Su,PH 11:00-18:00', 'indoor': 'yes', 'outdoor_seating': 'no', 'addr:street': 'South Fraser Way', 'brand': 'A&W'}",True,Q2818848,food
